year,lat,lon,flag,total_effort,total_catch
1995,-5.5,158.5,KR,43.13,656.749
1995,-5.5,160.5,KR,20.46,880.473
1995,-6.5,157.5,KR,87.02,1502.4460000000001
1995,-6.5,158.5,KR,75.1,1882.978
1995,-6.5,160.5,KR,4.63,104.97300000000001
1995,-38.5,179.5,NZ,9.55,271.685
1995,0.5,145.5,PG,11.4,125.001
1995,0.5,148.5,PG,4.31,49.999
1995,1.5,142.5,PG,7.87,129.999
1995,1.5,145.5,PG,4.31,65.001
1995,-0.5,144.5,PG,4.11,50
1995,-6.5,157.5,SB,8.99,582.035
1995,-7.5,157.5,SB,4,278.015
1995,-7.5,158.5,SB,31,1428.084
1995,-7.5,159.5,SB,19.01,842.051
1995,0.5,141.5,TW,14.75,228.32
1995,0.5,142.5,TW,55.48,1075.883
1995,0.5,143.5,TW,97.7,2127.265
1995,0.5,144.5,TW,103.61,1798.7039999999997
1995,0.5,145.5,TW,120.65,1283.039
1995,0.5,146.5,TW,88.15,1286.379
1995,0.5,147.5,TW,43.17,671.593
1995,0.5,148.5,TW,25.49,343.03499999999997
1995,0.5,151.5,TW,99.74,1976.905
1995,0.5,152.5,TW,26.89,497.84499999999997
1995,0.5,153.5,TW,28.87,632.6120000000001
1995,1.5,141.5,TW,16.61,214.95300000000003
1995,1.5,142.5,TW,44.87,774.0569999999999
1995,1.5,143.5,TW,29.66,345.264
1995,1.5,144.5,TW,46.56,810.8100000000001
1995,1.5,145.5,TW,45.83,993.468
1995,1.5,146.5,TW,18.11,484.481
1995,1.5,147.5,TW,14.88,428.797
1995,-0.5,142.5,TW,57.56,1255.196
1995,-0.5,143.5,TW,33.55,1069.2
1995,-0.5,144.5,TW,27.63,459.983
1995,-0.5,145.5,TW,44.92,1114.864
1995,-0.5,146.5,TW,75.06,1637.214
1995,-0.5,147.5,TW,46.23,1197.284
1995,-0.5,148.5,TW,24.96,673.8209999999999
1995,-0.5,151.5,TW,19.6,467.77700000000004
1995,-0.5,152.5,TW,28.03,727.2809999999998
1995,-0.5,153.5,TW,7.81,150.35700000000003
1995,2.5,138.5,TW,18.53,334.125
1995,2.5,139.5,TW,26.55,582.494
1995,2.5,140.5,TW,47.93,1093.703
1995,2.5,141.5,TW,45.7,807.4700000000001
1995,2.5,142.5,TW,24.99,361.969
1995,2.5,143.5,TW,21.62,453.29299999999995
1995,2.5,144.5,TW,7.08,83.531
1995,2.5,145.5,TW,8.38,109.14799999999998
1995,2.5,146.5,TW,25.92,623.702
1995,2.5,147.5,TW,18.99,300.71299999999997
1995,2.5,148.5,TW,7.63,133.65
1995,2.5,149.5,TW,9.15,128.083
1995,2.5,150.5,TW,10.63,133.651
1995,-1.5,142.5,TW,16.07,400.952
1995,3.5,138.5,TW,19.12,317.41999999999996
1995,3.5,139.5,TW,18.57,284.00699999999995
1995,3.5,140.5,TW,28.59,885.434
1995,3.5,141.5,TW,97.24,2303.23
1995,3.5,142.5,TW,44.79,1080.337
1995,3.5,143.5,TW,9.17,261.733
1995,3.5,144.5,TW,16.64,337.465
1995,3.5,145.5,TW,11.42,228.31799999999998
1995,3.5,146.5,TW,21.67,328.558
1995,3.5,148.5,TW,15.04,167.064
1995,3.5,149.5,TW,19.87,322.99
1995,3.5,150.5,TW,9.99,183.77100000000002
1995,-2.5,155.5,TW,19.6,467.775
1995,4.5,140.5,TW,17.97,302.93899999999996
1995,4.5,141.5,TW,33.97,1241.8319999999999
1995,4.5,142.5,TW,58.99,1807.6160000000002
1995,4.5,146.5,TW,8.38,150.357
1995,4.5,148.5,TW,20.89,314.079
1995,4.5,149.5,TW,17.56,279.551
1995,4.5,150.5,TW,18.24,296.259
1995,4.5,151.5,TW,7.29,83.532
1995,-3.5,156.5,TW,9.4,122.512
1995,5.5,140.5,TW,5.71,261.72999999999996
1995,5.5,141.5,TW,12.63,241.68599999999998
1995,5.5,142.5,TW,9.72,529.032
1995,5.5,148.5,TW,18.37,105.80799999999999
1995,0.5,142.5,US,11.37,80.23000000000002
1995,0.5,143.5,US,34.24,761.275
1995,0.5,144.5,US,44.06,637.112
1995,0.5,145.5,US,38.42,477.887
1995,0.5,146.5,US,16.32,74.972
1995,0.5,151.5,US,35.48,745.395
1995,0.5,152.5,US,44.43,766.845
1995,1.5,143.5,US,13.09,719.303
1995,1.5,144.5,US,8.14,250.80100000000002
1995,1.5,145.5,US,12.24,121.482
1995,-0.5,141.5,US,6.07,174.901
1995,-0.5,142.5,US,20.15,675.578
1995,-0.5,143.5,US,42.85,843.261
1995,-0.5,144.5,US,58.29,1130.1589999999999
1995,-0.5,145.5,US,45.46,567.605
1995,-0.5,146.5,US,146.34,3010.5570000000002
1995,-0.5,147.5,US,88.57,1644.5520000000001
1995,-0.5,148.5,US,50.73,1084.164
1995,-0.5,149.5,US,4.4,207.695
1995,-0.5,150.5,US,13.53,238.52999999999997
1995,-0.5,151.5,US,18.08,271.118
1995,-0.5,152.5,US,21.99,339.69500000000005
1995,-1.5,141.5,US,13.71,195.321
1995,-1.5,142.5,US,24.09,769.2180000000001
1995,-1.5,144.5,US,8.14,117.04700000000001
1995,-1.5,145.5,US,37.76,772.931
1995,-1.5,146.5,US,28.38,707.241
1995,-1.5,147.5,US,45.72,990.318
1995,-1.5,148.5,US,31.52,829.647
1995,3.5,141.5,US,7.14,118.802
1995,3.5,145.5,US,8.19,109.417
1995,3.5,146.5,US,13.08,268.53999999999996
1995,-2.5,142.5,US,10.97,510.782
1995,-2.5,143.5,US,20.4,424.98300000000006
1995,-2.5,144.5,US,31.21,864.713
1995,-2.5,145.5,US,21.93,461.79799999999994
1995,-2.5,148.5,US,6.91,229.248
1995,-2.5,155.5,US,26.12,635.153
1995,-2.5,157.5,US,12.61,289.165
1995,-2.5,158.5,US,4.51,147.78
1995,4.5,145.5,US,41.72,595.654
1995,4.5,150.5,US,14.77,144.89199999999997
1995,-3.5,145.5,US,4.67,60.844
1995,-3.5,146.5,US,6.84,88.688
1995,-3.5,147.5,US,12.15,356.299
1995,-3.5,149.5,US,9.89,167.167
1995,-3.5,156.5,US,10.81,266.68399999999997
1995,-3.5,157.5,US,69.36,1518.325
1995,-3.5,158.5,US,21.62,824.2860000000001
1995,5.5,144.5,US,10.31,72.91
1995,5.5,145.5,US,33.28,1456.5500000000002
1995,5.5,150.5,US,15.07,432.203
1995,5.5,151.5,US,13.8,501.398
1995,-4.5,147.5,US,11.89,355.577
1995,-4.5,150.5,US,24.08,316.081
1995,6.5,151.5,US,14.86,634.329
1995,7.5,148.5,US,17.13,348.05
1995,7.5,151.5,US,5.22,187.174
1995,2.5,153.5,FM,8.77,50
1995,0.5,152.5,JP,37.56,684.9999999999999
1995,0.5,153.5,JP,10.73,197.00000000000003
1995,0.5,155.5,JP,20.64,24.999999999999996
1995,1.5,153.5,JP,50.97,440.99999999999994
1995,1.5,154.5,JP,8.05,100.00099999999999
1995,1.5,156.5,JP,38.46,370
1995,1.5,157.5,JP,33.44,169.999
1995,-0.5,153.5,JP,36.06,927
1995,-0.5,154.5,JP,34.26,1553.0000000000002
1995,-0.5,155.5,JP,41.85,1050
1995,-0.5,156.5,JP,25.65,680
1995,2.5,152.5,JP,6.71,58
1995,2.5,153.5,JP,40.68,538
1995,2.5,154.5,JP,34.88,216.00000000000003
1995,2.5,157.5,JP,18.63,270.001
1995,3.5,141.5,JP,1.16,29
1995,3.5,147.5,JP,8.72,54
1995,3.5,148.5,JP,15.17,62.998
1995,3.5,151.5,JP,6.1,95.999
1995,3.5,152.5,JP,8.05,84
1995,3.5,154.5,JP,11.54,168
1995,4.5,134.5,JP,6.88,49.99999999999999
1995,4.5,137.5,JP,16.46,358
1995,4.5,139.5,JP,41.66,984
1995,4.5,140.5,JP,31.38,567
1995,4.5,141.5,JP,31.37,441
1995,4.5,142.5,JP,18.52,415.00000000000006
1995,4.5,143.5,JP,7.01,58
1995,4.5,144.5,JP,12.85,225.001
1995,4.5,145.5,JP,8.68,95
1995,4.5,146.5,JP,9.19,50
1995,4.5,147.5,JP,10.99,147
1995,4.5,148.5,JP,12.43,56.999
1995,4.5,149.5,JP,6.9,23
1995,4.5,150.5,JP,4.76,27
1995,4.5,151.5,JP,10.12,235
1995,4.5,152.5,JP,8.48,87
1995,4.5,153.5,JP,17.27,154.00100000000003
1995,5.5,134.5,JP,6.58,63.998999999999995
1995,5.5,135.5,JP,7.81,100
1995,5.5,136.5,JP,3.76,101.001
1995,5.5,137.5,JP,30.82,876
1995,5.5,138.5,JP,34.63,786.001
1995,5.5,139.5,JP,27.23,483
1995,5.5,140.5,JP,17.83,175.001
1995,5.5,141.5,JP,11.63,88
1995,5.5,142.5,JP,19.33,207.999
1995,5.5,143.5,JP,11.67,105.001
1995,5.5,144.5,JP,5.67,124.001
1995,5.5,145.5,JP,5.21,102
1995,5.5,147.5,JP,10.24,97.99900000000001
1995,5.5,149.5,JP,11.48,122
1995,5.5,151.5,JP,21.05,345.99800000000005
1995,5.5,152.5,JP,30.37,435.99899999999997
1995,5.5,153.5,JP,5.38,50.999
1995,6.5,136.5,JP,11.36,188.001
1995,6.5,137.5,JP,44.92,1077
1995,6.5,138.5,JP,35.83,690
1995,6.5,139.5,JP,13.49,178.99900000000002
1995,6.5,140.5,JP,9.15,78.999
1995,6.5,141.5,JP,5.67,40.001000000000005
1995,6.5,142.5,JP,4.83,36
1995,6.5,146.5,JP,3.62,62
1995,6.5,150.5,JP,7.23,102.001
1995,6.5,151.5,JP,15.34,203
1995,7.5,135.5,JP,43.8,963.0000000000001
1995,7.5,136.5,JP,27.01,528
1995,7.5,137.5,JP,19.24,388.999
1995,7.5,138.5,JP,11.56,123.99899999999998
1995,7.5,139.5,JP,6.44,73
1995,7.5,143.5,JP,4.31,59.998999999999995
1995,8.5,134.5,JP,15.97,259.999
1995,8.5,135.5,JP,31.89,554
1995,8.5,136.5,JP,7.69,103.001
1995,8.5,138.5,JP,6.44,119.001
1995,8.5,143.5,JP,4.31,49.001000000000005
1995,9.5,133.5,JP,6.39,96
1995,9.5,134.5,JP,4.86,62
1995,11.5,135.5,JP,6.82,201
1995,0.5,142.5,KR,22.29,636.4069999999999
1995,0.5,143.5,KR,12.78,78.728
1995,0.5,144.5,KR,25.39,472.383
1995,0.5,145.5,KR,42.06,1121.913
1995,0.5,146.5,KR,15.34,328.044
1995,0.5,148.5,KR,26.18,406.773
1995,0.5,149.5,KR,62.51,1154.719
1995,0.5,150.5,KR,111.06,2785.7570000000005
1995,0.5,151.5,KR,112.65,2775.263
1995,0.5,152.5,KR,11.61,747.943
1995,1.5,143.5,KR,6.93,124.655
1995,1.5,144.5,KR,9.11,256.529
1995,1.5,145.5,KR,7.03,39.366
1995,1.5,146.5,KR,12.18,124.65899999999999
1995,1.5,150.5,KR,10.8,367.412
1995,1.5,151.5,KR,9.25,39.36600000000001
1995,1.5,158.5,KR,23.69,531.4350000000001
1995,1.5,159.5,KR,44.22,636.4060000000001
1995,-0.5,141.5,KR,16.19,301.80100000000004
1995,-0.5,142.5,KR,107.77,2115.897
1995,-0.5,143.5,KR,112.89,2970.7750000000005
1995,-0.5,144.5,KR,57.76,1599.55
1995,-0.5,145.5,KR,13.4,439.579
1995,-0.5,146.5,KR,40.81,957.891
1995,-0.5,147.5,KR,42.61,669.218
1995,-0.5,148.5,KR,32.86,360.849
1995,-0.5,149.5,KR,15.05,321.484
1995,-0.5,150.5,KR,23.47,524.875
1995,-0.5,151.5,KR,14.53,373.96999999999997
1995,2.5,140.5,KR,13.88,137.778
1995,2.5,141.5,KR,9.24,262.435
1995,2.5,145.5,KR,20.07,478.947
1995,2.5,146.5,KR,15.54,524.873
1995,2.5,147.5,KR,3.51,13.121999999999998
1995,2.5,148.5,KR,5.17,314.92199999999997
1995,2.5,158.5,KR,50.52,610.164
1995,2.5,159.5,KR,50.52,1108.791
1995,-1.5,141.5,KR,33.29,508.47200000000004
1995,-1.5,142.5,KR,37.79,964.4529999999999
1995,-1.5,147.5,KR,17.49,314.923
1995,-1.5,153.5,KR,18.19,623.284
1995,-1.5,154.5,KR,21.48,446.142
1995,-1.5,159.5,KR,6.41,203.38799999999998
1995,3.5,137.5,KR,39.61,649.5290000000001
1995,3.5,138.5,KR,32.96,406.775
1995,3.5,139.5,KR,15.51,308.362
1995,-2.5,154.5,KR,13.24,577.3570000000001
1995,-2.5,155.5,KR,15.67,531.433
1995,-2.5,158.5,KR,13.53,45.925999999999995
1995,-2.5,159.5,KR,10.68,32.805
1995,4.5,137.5,KR,24.21,255.87400000000002
1995,4.5,138.5,KR,6.61,91.851
1995,-3.5,149.5,PH,46.83,1010.854
1995,-3.5,150.5,PH,89.33,1789.7009999999998
1995,-3.5,153.5,PH,36.33,540.2280000000001
1995,-4.5,149.5,PH,125.48,1580.908
1995,-4.5,150.5,PH,228.1,3131.9800000000005
1995,0.5,141.5,TW,8.52,256.163
1995,0.5,142.5,TW,41.22,618.1329999999999
1995,0.5,143.5,TW,69.57,787.423
1995,0.5,144.5,TW,44.27,684.957
1995,0.5,145.5,TW,25.18,423.226
1995,0.5,146.5,TW,37.85,322.98699999999997
1995,0.5,147.5,TW,44.7,584.7230000000001
1995,0.5,148.5,TW,40.44,673.8199999999999
1995,0.5,149.5,TW,51.19,510.101
1995,0.5,150.5,TW,45.06,576.92
1995,0.5,151.5,TW,39.11,590.2860000000001
1995,0.5,152.5,TW,27.6,284.008
1995,0.5,153.5,TW,28.05,378.67499999999995
1995,0.5,156.5,TW,14.48,194.907
1995,1.5,140.5,TW,6.48,89.1
1995,1.5,141.5,TW,29.81,396.49699999999996
1995,1.5,142.5,TW,14.48,300.712
1995,1.5,143.5,TW,18.59,194.909
1995,1.5,145.5,TW,10.78,105.806
1995,1.5,146.5,TW,11.55,133.65
1995,1.5,147.5,TW,7.87,44.552
1995,1.5,149.5,TW,14.94,161.49400000000003
1995,1.5,152.5,TW,17.67,506.75500000000005
1995,1.5,153.5,TW,17.63,356.399
1995,1.5,156.5,TW,64.09,885.4350000000001
1995,1.5,157.5,TW,50.12,668.25
1995,-0.5,141.5,TW,8.65,161.494
1995,-0.5,142.5,TW,27.5,375.334
1995,-0.5,143.5,TW,81.61,975.645
1995,-0.5,144.5,TW,21.99,280.66700000000003
1995,-0.5,145.5,TW,45.85,662.6809999999999
1995,-0.5,146.5,TW,26.09,187.11200000000002
1995,-0.5,147.5,TW,8.3,144.78799999999998
1995,-0.5,148.5,TW,21.38,434.362
1995,-0.5,150.5,TW,10.65,111.375
1995,-0.5,151.5,TW,21.17,601.425
1995,-0.5,153.5,TW,12.78,228.319
1995,-0.5,156.5,TW,10.8,31.185
1995,2.5,137.5,TW,12.25,228.32000000000005
1995,2.5,139.5,TW,6.14,44.550999999999995
1995,2.5,140.5,TW,21.62,198.24699999999999
1995,2.5,141.5,TW,35.91,328.559
1995,2.5,142.5,TW,62.83,907.706
1995,2.5,143.5,TW,53.64,585.8340000000001
1995,2.5,144.5,TW,8.14,51.230999999999995
1995,2.5,145.5,TW,36.27,183.766
1995,2.5,146.5,TW,20.49,262.845
1995,2.5,147.5,TW,22.28,306.283
1995,2.5,148.5,TW,19.15,136.996
1995,2.5,149.5,TW,7.89,63.483999999999995
1995,2.5,150.5,TW,14.58,178.2
1995,2.5,152.5,TW,12.46,131.422
1995,2.5,155.5,TW,9.45,89.1
1995,-1.5,153.5,TW,36.2,905.4799999999999
1995,-1.5,154.5,TW,19.16,361.96999999999997
1995,3.5,137.5,TW,31.15,417.656
1995,3.5,138.5,TW,36.36,473.3439999999999
1995,3.5,139.5,TW,33.53,431.021
1995,3.5,140.5,TW,46.32,407.633
1995,3.5,141.5,TW,23.84,242.8
1995,3.5,142.5,TW,32.62,339.692
1995,3.5,143.5,TW,48.96,471.11699999999996
1995,3.5,144.5,TW,43.96,556.876
1995,3.5,145.5,TW,34.97,306.283
1995,3.5,146.5,TW,19.93,206.04399999999998
1995,3.5,148.5,TW,20.24,83.53099999999999
1995,3.5,149.5,TW,21.54,175.97199999999998
1995,3.5,150.5,TW,6.98,105.805
1995,3.5,151.5,TW,13.43,248.36599999999999
1995,3.5,152.5,TW,9.52,102.463
1995,3.5,153.5,TW,7.53,161.49300000000002
1995,3.5,154.5,TW,7.93,83.53200000000001
1995,-2.5,154.5,TW,10.64,228.323
1995,4.5,137.5,TW,15.87,143.674
1995,4.5,138.5,TW,9.18,189.336
1995,4.5,139.5,TW,11.28,132.54
1995,4.5,140.5,TW,21.78,211.61300000000003
1995,4.5,141.5,TW,17.5,297.37199999999996
1995,4.5,142.5,TW,27.15,294.031
1995,4.5,143.5,TW,19.36,245.02600000000004
1995,4.5,144.5,TW,12.02,66.824
1995,4.5,145.5,TW,31.01,272.871
1995,4.5,146.5,TW,18.63,73.504
1995,4.5,147.5,TW,13.4,125.85199999999998
1995,4.5,148.5,TW,32.08,286.233
1995,4.5,149.5,TW,9.99,161.495
1995,4.5,151.5,TW,13.84,83.533
1995,4.5,152.5,TW,10.06,139.221
1995,4.5,153.5,TW,12.53,237.229
1995,-3.5,155.5,TW,6.47,378.67400000000004
1995,5.5,137.5,TW,6.36,202.704
1995,5.5,138.5,TW,7.38,94.66900000000001
1995,5.5,139.5,TW,7.05,164.83599999999996
1995,5.5,142.5,TW,15.66,183.769
1995,5.5,143.5,TW,13.72,197.13400000000001
1995,5.5,144.5,TW,11.74,150.355
1995,5.5,145.5,TW,8.48,128.08100000000002
1995,5.5,146.5,TW,6.47,194.905
1995,5.5,148.5,TW,11.21,59.028999999999996
1995,5.5,149.5,TW,5.1,27.844
1995,5.5,151.5,TW,11.25,40.093999999999994
1995,5.5,152.5,TW,12.69,119.17299999999999
1995,6.5,143.5,TW,8.46,72.39299999999999
1995,0.5,151.5,US,5.98,15.778
1995,0.5,152.5,US,95.93,2371.589
1995,0.5,153.5,US,32.54,718.4800000000001
1995,0.5,154.5,US,27.54,142.932
1995,0.5,155.5,US,15.41,383.525
1995,0.5,156.5,US,68.21,959.278
1995,0.5,157.5,US,11.23,234.818
1995,1.5,151.5,US,25.7,512.124
1995,1.5,152.5,US,33.29,807.4770000000001
1995,1.5,153.5,US,60.21,1692.298
1995,1.5,154.5,US,12.52,259.054
1995,1.5,155.5,US,24.86,1151.711
1995,1.5,156.5,US,27.65,411.78200000000004
1995,1.5,157.5,US,117.66,2652.192
1995,1.5,158.5,US,63.49,2064.582
1995,1.5,159.5,US,14.74,434.16
1995,-0.5,152.5,US,23.12,499.542
1995,-0.5,153.5,US,19.67,175.933
1995,-0.5,154.5,US,89.3,2213.4959999999996
1995,-0.5,155.5,US,50.09,1068.592
1995,-0.5,156.5,US,32.67,519.239
1995,2.5,152.5,US,4.75,90.75
1995,2.5,153.5,US,10.38,197.484
1995,2.5,154.5,US,15.23,135.61
1995,2.5,155.5,US,36.12,1715.6059999999998
1995,2.5,156.5,US,21.95,388.167
1995,2.5,157.5,US,32.76,635.2579999999999
1995,2.5,158.5,US,73.43,1414.8899999999999
1995,2.5,159.5,US,26.42,876.468
1995,2.5,160.5,US,35.72,879.562
1995,-1.5,141.5,US,9.98,260.084
1995,-1.5,142.5,US,27.52,606.1750000000001
1995,-1.5,143.5,US,8.56,170.05399999999997
1995,-1.5,153.5,US,9.29,362.90000000000003
1995,-1.5,154.5,US,30.72,1383.332
1995,-1.5,155.5,US,21.78,893.2769999999999
1995,3.5,140.5,US,12.5,218.834
1995,3.5,143.5,US,7.48,70.332
1995,3.5,151.5,US,4.86,51.459999999999994
1995,3.5,153.5,US,11.07,189.958
1995,3.5,154.5,US,9.73,121.586
1995,3.5,155.5,US,6.49,213.36700000000002
1995,3.5,156.5,US,4.84,1.856
1995,-2.5,141.5,US,6.01,74.972
1995,-2.5,142.5,US,75.44,1672.289
1995,-2.5,143.5,US,72.56,1729.1129999999998
1995,-2.5,144.5,US,18.53,600.296
1995,-2.5,145.5,US,35.25,694.346
1995,-2.5,155.5,US,5.08,14.025
1995,4.5,152.5,US,3.63,32.692
1995,4.5,153.5,US,10,486.54699999999997
1995,-3.5,145.5,US,15.43,274.93399999999997
1995,-4.5,154.5,US,4.28,116.84100000000001
1995,-4.5,155.5,US,4.35,107.559
1995,-34.5,151.5,AU,39.76,2043
1995,0.5,154.5,FM,17.85,172
1995,0.5,155.5,FM,25.63,340
1995,0.5,156.5,FM,21.61,327.999
1995,-0.5,155.5,FM,18.56,220.00099999999998
1995,0.5,152.5,JP,77.58,1562
1995,0.5,153.5,JP,82.7,2612.9979999999996
1995,0.5,154.5,JP,71.68,1599.0020000000002
1995,0.5,155.5,JP,89.77,2134.999
1995,0.5,156.5,JP,74.42,2087.9990000000003
1995,0.5,157.5,JP,4.51,102
1995,1.5,152.5,JP,92.15,2592
1995,1.5,153.5,JP,79.09,2190.998
1995,1.5,154.5,JP,17.45,397.001
1995,1.5,155.5,JP,54.75,660.999
1995,1.5,156.5,JP,74.93,1615.0009999999997
1995,1.5,157.5,JP,5.56,115
1995,-0.5,152.5,JP,10.13,94.99900000000001
1995,-0.5,153.5,JP,48.75,1853.9990000000003
1995,-0.5,154.5,JP,103.11,2144.9990000000003
1995,-0.5,155.5,JP,147.53,2487.001
1995,-0.5,156.5,JP,8.01,250.999
1995,-0.5,157.5,JP,8.54,62
1995,2.5,151.5,JP,12.37,342
1995,2.5,152.5,JP,6.55,196.99900000000002
1995,2.5,154.5,JP,5.13,16
1995,2.5,155.5,JP,15.95,317
1995,2.5,156.5,JP,26.03,662.0000000000001
1995,2.5,157.5,JP,40.51,1009.001
1995,3.5,149.5,JP,17.5,195.999
1995,3.5,151.5,JP,5.17,161
1995,3.5,152.5,JP,9.97,292
1995,3.5,154.5,JP,10.7,86
1995,4.5,140.5,JP,26.98,480.99899999999997
1995,4.5,141.5,JP,12.91,307
1995,4.5,146.5,JP,10,64
1995,4.5,149.5,JP,7,59
1995,4.5,151.5,JP,13.11,315.00100000000003
1995,4.5,152.5,JP,4.43,371.001
1995,5.5,144.5,JP,5.38,69.001
1995,5.5,149.5,JP,17.42,296
1995,5.5,150.5,JP,5.87,319
1995,5.5,151.5,JP,7.27,61.00000000000001
1995,5.5,154.5,JP,10.28,146
1995,7.5,142.5,JP,4.38,50
1995,0.5,142.5,KR,3.96,433.021
1995,0.5,143.5,KR,31.57,931.6460000000002
1995,0.5,144.5,KR,7.34,124.657
1995,0.5,145.5,KR,10.9,104.97400000000002
1995,0.5,146.5,KR,18.67,459.263
1995,0.5,147.5,KR,32.65,478.94399999999996
1995,0.5,148.5,KR,16.51,518.3080000000001
1995,0.5,149.5,KR,29.46,539.304
1995,0.5,150.5,KR,82.85,2256.948
1995,0.5,151.5,KR,57.96,1036.626
1995,1.5,144.5,KR,7.53,478.944
1995,1.5,147.5,KR,3.6,65.609
1995,1.5,148.5,KR,11.84,91.85
1995,1.5,149.5,KR,6.23,446.14099999999996
1995,1.5,150.5,KR,19.24,708.5780000000001
1995,1.5,151.5,KR,6.55,328.04400000000004
1995,-0.5,142.5,KR,24.74,669.2080000000001
1995,-0.5,143.5,KR,12.88,216.51100000000005
1995,-0.5,145.5,KR,6.47,6.5600000000000005
1995,-0.5,146.5,KR,4.87,45.929
1995,-0.5,148.5,KR,16.43,485.50999999999993
1995,-0.5,150.5,KR,27,957.8909999999998
1995,-0.5,151.5,KR,24.29,557.6750000000001
1995,-0.5,152.5,KR,5.11,170.582
1995,-0.5,158.5,KR,48.8,308.36300000000006
1995,-1.5,153.5,KR,41.95,1102.23
1995,-1.5,154.5,KR,151.07,2775.262
1995,-1.5,155.5,KR,123.08,2604.681
1995,-1.5,156.5,KR,10.92,347.725
1995,-1.5,157.5,KR,8.49,137.781
1995,-1.5,158.5,KR,30.76,570.799
1995,-2.5,154.5,KR,60.5,1351.5439999999999
1995,-2.5,155.5,KR,61.35,2880.242
1995,-2.5,156.5,KR,65.91,1771.446
1995,-2.5,157.5,KR,24.97,564.2400000000001
1995,-2.5,158.5,KR,5.29,91.85199999999999
1995,-3.5,155.5,KR,31.49,997.254
1995,-3.5,156.5,KR,33.18,734.814
1995,-3.5,157.5,KR,3.74,32.803000000000004
1995,-4.5,155.5,KR,10.81,649.53
1995,-4.5,156.5,KR,54.97,1187.5249999999999
1995,-4.5,159.5,KR,4.57,104.977
1995,-4.5,160.5,KR,13.48,446.139
1995,-5.5,153.5,KR,22.64,314.924
1995,-5.5,156.5,KR,53.91,1764.88
1995,-5.5,157.5,KR,6.4,98.414
1995,-5.5,158.5,KR,31.22,879.1619999999999
1995,-5.5,160.5,KR,19.57,124.66
1995,-5.5,161.5,KR,2.99,26.241999999999997
1995,-6.5,157.5,KR,21.6,669.212
1995,-6.5,158.5,KR,32.94,636.4100000000001
1995,-6.5,160.5,KR,4.53,52.486
1995,-34.5,174.5,NZ,5.97,256.757
1995,-34.5,175.5,NZ,11.94,482.465
1995,-0.5,142.5,PG,6.71,95.00099999999999
1995,-1.5,141.5,PH,134.24,1595.8180000000002
1995,-1.5,142.5,PH,59.66,478.25
1995,-2.5,141.5,PH,42.16,169.029
1995,-2.5,142.5,PH,55.12,414.285
1995,-7.5,158.5,SB,8.67,232.012
1995,-8.5,156.5,SB,14.64,489.02500000000003
1995,-8.5,157.5,SB,15.8,659.0390000000001
1995,-9.5,157.5,SB,17.95,706.0430000000001
1995,-9.5,158.5,SB,22.68,741.048
1995,0.5,141.5,TW,36.76,530.147
1995,0.5,142.5,TW,94.47,2053.752
1995,0.5,143.5,TW,86.87,1250.7399999999998
1995,0.5,144.5,TW,31.69,648.2049999999999
1995,0.5,145.5,TW,31.67,382.01599999999996
1995,0.5,146.5,TW,36.79,568.012
1995,0.5,147.5,TW,10.55,61.258
1995,0.5,149.5,TW,17.25,287.349
1995,0.5,150.5,TW,33.94,179.315
1995,0.5,151.5,TW,58.12,611.453
1995,0.5,152.5,TW,19.23,116.94400000000002
1995,0.5,153.5,TW,47.94,485.59399999999994
1995,0.5,154.5,TW,17.83,378.675
1995,0.5,155.5,TW,15.46,434.36300000000006
1995,1.5,139.5,TW,6.98,214.954
1995,1.5,140.5,TW,18.16,290.69100000000003
1995,1.5,141.5,TW,39.41,551.3030000000001
1995,1.5,142.5,TW,33.98,384.24600000000004
1995,1.5,143.5,TW,29.56,498.9600000000001
1995,1.5,146.5,TW,17.33,133.651
1995,1.5,148.5,TW,10.52,55.689
1995,1.5,149.5,TW,30.73,358.628
1995,1.5,150.5,TW,13.38,55.688
1995,-0.5,141.5,TW,39.31,1158.3
1995,-0.5,142.5,TW,55.05,889.8870000000001
1995,-0.5,143.5,TW,48.17,978.9870000000001
1995,-0.5,144.5,TW,27.21,746.214
1995,-0.5,145.5,TW,7.63,61.257000000000005
1995,-0.5,146.5,TW,22.79,407.63599999999997
1995,-0.5,150.5,TW,26.39,497.847
1995,-0.5,151.5,TW,47.27,755.124
1995,-0.5,152.5,TW,33.38,458.86699999999996
1995,-0.5,153.5,TW,73.95,1236.2649999999999
1995,-0.5,154.5,TW,16.18,337.466
1995,-0.5,155.5,TW,21.66,167.06300000000002
1995,2.5,137.5,TW,10.97,161.495
1995,2.5,138.5,TW,19.95,425.454
1995,2.5,139.5,TW,33.72,464.43399999999997
1995,2.5,140.5,TW,22.77,217.18200000000004
1995,2.5,141.5,TW,46.3,582.49
1995,2.5,142.5,TW,34.85,645.974
1995,2.5,143.5,TW,11.47,300.713
1995,2.5,144.5,TW,11.47,131.426
1995,2.5,146.5,TW,15.59,116.94399999999999
1995,2.5,147.5,TW,11.28,172.632
1995,2.5,150.5,TW,9.88,74.62100000000001
1995,-1.5,141.5,TW,39.31,1137.139
1995,-1.5,146.5,TW,5.99,116.94200000000001
1995,-1.5,153.5,TW,80.52,1743.021
1995,-1.5,154.5,TW,220.25,4578.628
1995,-1.5,155.5,TW,83.91,1329.8200000000002
